Gene	S1	S2	S3
COX7A2L	-3.206131e-02	-2.044691e-01	-2.848589e-02
FAM195B	-1.125177e-02	-4.403617e-01	1.867169e-01
STOX1	2.016604e-01	-1.963216e-01	-2.699981e-01
ZNF853	-8.593772e-02	-1.565379e-01	-2.215644e-02
AUH	5.482554e-02	-3.157651e-01	-3.630341e-03
GLRA1	7.466450e-02	-3.174604e-01	-2.173592e-02
FCGBP	-3.105544e-01	1.850967e-01	-1.389694e-01
VSTM4	1.351705e-01	-8.274573e-02	-3.168474e-01
FAM163A	-1.749205e-02	-6.632316e-02	-1.804257e-01
C10orf107	-8.010275e-03	-2.931206e-02	-2.267668e-01
LOX	-2.193077e-01	4.670861e-02	-9.140756e-02
KRTAP12-3	-2.758498e-01	5.269783e-02	-4.079042e-02
RBMX2	-7.623757e-01	-2.073750e-02	5.192268e-01
CCDC90B	-5.945319e-02	-2.647569e-01	6.036114e-02
LATS2	-2.277900e-01	-5.039090e-02	1.450296e-02
CGA	-1.396533e-03	-2.534154e-01	-8.821074e-03
DAB1	1.234415e-01	-6.144306e-03	-3.808326e-01
RNF219	-3.874441e-01	2.278081e-01	-1.038153e-01
ANKUB1	-3.808470e-01	-7.089167e-02	1.883354e-01
TAS2R1	-8.082972e-02	-2.030986e-02	-1.621139e-01
CLDN6	-1.145999e-01	3.006915e-02	-1.786447e-01
OR2T12	-1.516893e-01	1.428533e-01	-2.542367e-01
VTI1B	-2.106679e-02	-3.772465e-02	-2.041931e-01
ZNF682	-1.868730e-01	1.408349e-02	-9.016601e-02
ATN1	-2.773394e-01	1.122704e-01	-9.758253e-02
CHRNA3	-2.469729e-01	-3.170328e-03	-1.237329e-02
SEMA4C	-1.075450e-01	-9.419702e-02	-6.057032e-02
ZNF696	-3.516696e-02	-2.910779e-01	6.394196e-02
CYP4F22	-1.239105e-01	4.012478e-02	-1.784736e-01
NKAIN3	1.049815e-02	-3.379844e-01	6.536684e-02
ANK3	-4.603406e-01	1.531537e-01	4.521129e-02
ZNF142	-1.846088e-01	1.708237e-01	-2.480875e-01
RPS6KB2	1.856108e-01	-8.443595e-02	-3.629764e-01
CCNDBP1	-3.379386e-02	-1.704298e-01	-5.744043e-02
INSM2	-1.539709e-01	-1.312165e-01	2.353343e-02
ADAM30	1.458057e-01	-8.920309e-01	4.846348e-01
ZMAT1	-8.994407e-02	-4.178126e-02	-1.297246e-01
TNFRSF19	-8.809424e-02	-8.207640e-03	-1.651346e-01
ALKBH7	-1.151735e-01	-1.734666e-01	2.741875e-02
UROC1	-7.424718e-02	-1.102310e-01	-7.669641e-02
SIX1	2.200439e-02	-7.700856e-02	-2.061225e-01
NOL3	-1.214985e-01	-1.036052e-01	-3.592393e-02
ZDHHC22	-8.439924e-03	-4.694160e-02	-2.055980e-01
DYTN	-2.872919e-01	-1.538652e-01	1.802507e-01
SYPL2	-1.508583e-01	-4.618719e-03	-1.053393e-01
E2F8	-1.485968e-01	-1.634892e-02	-9.586559e-02
NEIL3	-3.372588e-02	-3.381756e-02	-1.930000e-01
ZNF267	-1.079024e-01	-1.628665e-01	1.029319e-02
LYRM9	-4.716420e-02	-1.350868e-01	-7.795404e-02
CDK5R1	1.538680e-01	-3.918365e-01	-2.223331e-02
TSPAN32	1.366932e-01	-3.129028e-01	-8.395861e-02
GPRIN3	-7.865694e-02	-2.529212e-02	-1.561096e-01
NPVF	5.063421e-03	-9.434562e-03	-2.555968e-01
NUFIP1	-1.750295e-01	-6.393632e-01	5.546357e-01
EMILIN1	2.622653e-02	-3.078780e-01	2.195286e-02
CDKN1A	1.223334e-01	-1.749414e-01	-2.070261e-01
CYTH3	-1.723474e-01	-6.440624e-02	-2.271895e-02
NLGN3	2.330847e-02	-2.173279e-01	-6.505727e-02
MLLT1	-1.226490e-01	-5.242089e-02	-8.394592e-02
ZNF384	-8.488602e-02	-1.982064e-02	-1.543053e-01
IL18R1	-1.276991e-01	-1.166376e-01	-1.454699e-02
RBP4	-2.215184e-01	-9.984443e-03	-2.736638e-02
RTCB	-9.986585e-02	-2.793415e-02	-1.310392e-01
SPINK7	-8.716275e-02	-1.460648e-03	-1.701375e-01
C17orf103	-9.605002e-02	-2.923981e-01	1.298699e-01
OR8H1	-2.463023e-01	1.013857e-01	-1.135053e-01
WBSCR27	-2.443004e-01	-9.843346e-02	8.433143e-02
ZNF658	-1.251822e-01	2.383392e-02	-1.569689e-01
CYP4F12	9.798331e-02	-4.395588e-01	8.326749e-02
TPM3	1.695053e-01	-2.982050e-01	-1.295483e-01
ADAMTSL5	-6.757115e-02	-1.838051e-01	-6.871744e-03
PYGO2	-1.211524e-01	5.970553e-02	-1.967958e-01
RASAL1	-1.200513e-01	-1.092719e-01	-2.891556e-02
NIT2	-1.092535e-01	-1.238529e-01	-2.512179e-02
IRF2	-2.652762e-02	-1.824247e-01	-4.926240e-02
WHSC1	-1.506476e-01	-3.230986e-01	2.155689e-01
OR8D4	-7.938319e-02	1.060608e-01	-2.848399e-01
HES7	-4.984434e-01	3.617303e-02	2.043691e-01
SHQ1	4.176266e+00	-5.030846e-02	-4.383775e+00
HSBP1L1	-1.200966e-02	-1.750562e-01	-7.072959e-02
MMRN1	-8.610017e-01	5.659193e-01	3.735838e-02
HIST1H1D	-8.053437e-02	-4.424038e-01	2.652855e-01
WFDC13	-2.496973e-01	9.652029e-02	-1.039687e-01
HIGD1C	-8.624679e-02	6.065136e-03	-1.768208e-01
ARHGEF33	8.063117e-02	-7.693139e-02	-2.604717e-01
ARID5A	-1.819480e-01	-1.175003e-01	4.283598e-02
ADIPOR2	-4.050177e-03	-1.748202e-01	-7.762893e-02
CCDC179	6.964223e-02	1.913416e-01	-5.174492e-01
OR51B5	-2.977039e-02	-2.243947e-01	-2.218272e-03
RARB	2.357395e-01	-3.267128e-01	-1.653167e-01
DMTF1	-8.440603e-02	-1.248420e-01	-4.698388e-02
GPR183	-2.635199e-01	5.272169e-02	-4.540326e-02
VAV1	-2.898117e-01	-9.066315e-03	4.289996e-02
GPR152	3.059392e-03	-3.354537e-02	-2.254887e-01
PMM1	-2.582247e-01	3.626836e-02	-3.396976e-02
TNF	-3.114622e-02	-1.797245e-01	-4.505487e-02
OR4N5	-2.258940e-01	7.166665e-02	-1.015350e-01
ARL13B	-1.038293e-01	-2.236806e-01	7.190697e-02
GNL1	-2.058316e-01	-5.208434e-02	2.549176e-03
PREX1	-3.146219e-01	1.018570e-01	-4.259675e-02
OR4K2	-1.100732e-01	-7.473865e-02	-7.046488e-02
KCTD17	9.606618e-03	-2.186370e-01	-4.616920e-02
RLIM	-1.827171e-01	-4.289520e-02	-2.950077e-02
SDCCAG8	-1.131041e-01	-5.781814e-03	-1.362068e-01
GDA	7.934812e-02	-1.215947e-01	-2.127297e-01
C1orf105	-1.155596e-01	-1.449391e-01	5.645227e-03
C5orf51	-3.388333e-01	1.874701e-01	-1.034437e-01
CDK5RAP1	-1.041965e-01	-1.872582e-01	3.693961e-02
KRT25	2.615397e-02	-1.399341e-01	-1.406510e-01
B9D2	-2.161494e-01	4.640602e-03	-4.286647e-02
EZR	-1.698634e-01	1.211840e-01	-2.054709e-01
KRTAP1-5	-1.269853e-02	-1.666692e-01	-7.475952e-02
MCCC2	-3.454695e-02	-1.137196e-01	-1.058149e-01
ANKRD33	-1.466467e-01	-1.532204e-01	4.602789e-02
SMIM12	-2.071939e-01	-9.249751e-02	4.610756e-02
IFT20	-1.769071e-01	6.488471e-02	-1.414701e-01
CRBN	3.154062e-02	-2.779685e-01	-7.017120e-03
PVRIG	-5.085333e-01	3.284199e-01	-7.332660e-02
HSPB6	8.051023e-02	-1.395099e-01	-1.943684e-01
NEK8	-1.293121e-01	1.051357e-02	-1.345460e-01
SSH3	-3.542991e-02	-1.337931e-01	-8.411948e-02
OR1L3	-9.948836e-02	-1.145616e-01	-3.919743e-02
EFCAB5	-3.594014e-01	-1.236172e-01	2.298048e-01
CAMK2D	6.711990e-02	1.478982e-01	-4.681349e-01
WDR4	-9.633739e-02	-1.621928e-01	5.438445e-03
GSTA5	-9.667979e-02	-7.075959e-02	-8.555037e-02
ANKS4B	-1.421295e-01	-1.638033e-01	5.304942e-02
KIAA1045	-7.518933e-02	-4.143972e-02	-1.360934e-01
GFRA1	-4.356497e-01	5.074229e-01	-3.242590e-01
KPNA1	-1.688279e-01	-7.564575e-02	-7.747659e-03
UBE2L6	-2.070123e-02	-1.574524e-01	-7.405097e-02
KRTAP26-1	-2.169935e-02	-1.406381e-01	-8.966808e-02
BCAT1	1.494967e-01	-5.994989e-02	-3.413949e-01
UBB	-3.202235e-02	-1.068424e-01	-1.128779e-01
GSKIP	-1.404948e-01	-1.052079e-01	-5.811603e-03
KLHL4	-1.160792e-01	-2.033572e-01	6.794147e-02
COL6A5	1.159236e-01	-5.970734e-01	2.297074e-01
MYH8	4.553431e-02	-1.449612e-01	-1.520039e-01
C5orf45	-1.203013e-01	1.243197e-01	-2.554099e-01
FAM117B	-1.596223e+00	2.521477e-02	1.319664e+00
PTCHD2	-5.180367e-02	-9.000516e-02	-1.095327e-01
SH3BGRL	2.187514e-01	-2.113511e-01	-2.586692e-01
PPP2R3C	-2.504973e-01	2.373683e-02	-2.441192e-02
CAV2	-6.630691e-02	1.349113e-01	-3.197729e-01
VEPH1	1.191715e-01	-3.406623e-01	-2.964854e-02
GAST	-1.596344e-01	-2.128047e-01	1.213194e-01
C10orf113	-1.185201e-01	-9.050154e-02	-4.207013e-02
TAS2R60	-1.586475e-01	-9.011495e-02	-2.236074e-03
PRICKLE2	-2.608879e-02	-1.941716e-01	-3.068453e-02
CSTA	-5.322728e-02	-8.739006e-02	-1.102909e-01
BTBD9	-1.685845e-01	2.365578e-02	-1.056920e-01
RAB5C	-1.953608e-01	5.620662e-03	-6.062500e-02
THNSL2	-1.382504e-01	6.962631e-03	-1.187765e-01
FAM193A	-1.744922e-01	-1.284679e-01	5.297674e-02
GPR1	1.551725e-01	-2.712632e-01	-1.338222e-01
OLR1	-2.194524e-02	-1.045217e-01	-1.234139e-01
TMPRSS6	-2.001955e-01	-1.418890e-01	9.230642e-02
ZNF589	-7.184980e-02	-2.645138e-01	8.684400e-02
DAW1	-1.541257e-01	-1.581864e-02	-7.956363e-02
FABP7	7.619194e-02	-3.472679e-01	2.162891e-02
PABPC1L2A	-2.140820e-02	-8.545797e-02	-1.425054e-01
AMHR2	-1.123731e-01	-4.405191e-01	3.036193e-01
SOX9	-3.026450e-01	2.110662e-01	-1.575186e-01
CCL25	-8.315656e-02	-2.905794e-01	1.248440e-01
TMC7	5.888143e-02	-6.707199e-02	-2.406603e-01
ADAMTS7	5.006144e-02	-3.223034e-01	2.344234e-02
SEZ6L2	-1.540421e-01	1.442653e-01	-2.390088e-01
AZIN1	-7.303675e-02	-4.822646e-02	-1.271573e-01
ABCB7	-3.935520e-01	-4.016047e-01	5.467966e-01
CLEC18C	-3.526855e-04	-7.085557e-02	-1.770948e-01
JUND	-6.838074e-02	-3.341708e-02	-1.464450e-01
OR13A1	-9.479874e-02	-2.098431e-02	-1.321371e-01
PNLDC1	1.259852e-01	-2.439578e-01	-1.299083e-01
SLC22A1	-6.290617e-02	-1.991190e-01	1.414733e-02
TRIP6	-2.346237e-01	-8.927525e-02	7.622398e-02
FAM159B	-1.613779e-01	-7.981201e-02	-6.463833e-03
TPRG1	-1.312827e-02	-2.720991e-01	3.771465e-02
WISP1	-2.258487e-01	1.566172e-02	-3.728752e-02
TMSB4Y	-8.990455e-02	-1.705288e-01	1.328658e-02
PCDHGA11	-9.438588e-02	-1.962038e-01	4.346651e-02
PFKP	-1.345395e-01	7.213716e-02	-1.846735e-01
ELOVL1	2.613886e-01	-2.627955e-01	-2.456664e-01
USP42	4.132017e-01	-1.700678e-02	-6.431346e-01
ESRRA	-6.599810e-02	2.698796e-02	-2.078985e-01
RBM26	-3.202255e-02	-1.908510e-01	-2.396453e-02
KRT17	1.317359e-01	-1.540398e-01	-2.245219e-01
ZNF534	-1.211476e-01	-4.177888e-03	-1.214830e-01
MRPL41	-8.883928e-02	4.293732e-01	-5.871146e-01
NT5E	-1.791736e-01	5.552301e-02	-1.229270e-01
BLID	-3.131325e-02	4.434633e-03	-2.196681e-01
HSD17B3	1.538338e-01	-2.986182e-01	-1.017614e-01
C10orf71	-1.577910e-02	4.409413e-03	-2.350470e-01
B3GALT2	-1.538251e-01	4.155458e-02	-1.341173e-01
SHISA9	-1.864485e-01	-3.508917e-02	-2.481196e-02
C6orf58	-3.204760e-02	-1.646401e-01	-4.963997e-02
HBP1	-1.401611e-02	-1.496665e-01	-8.259773e-02
DEFB123	-2.703587e-01	1.400200e-01	-1.159408e-01
SYCE1L	-6.552414e-02	-7.843834e-02	-1.023041e-01
SIN3A	-4.382942e-01	4.524464e-01	-2.603237e-01
OTUD7A	9.533632e-02	-4.534418e-01	1.119696e-01
TMEM91	-3.935228e-05	-1.205698e-01	-1.254269e-01
HDAC5	-9.330894e-02	-2.948859e-01	1.422543e-01
TNFSF11	-7.754534e-02	-6.931002e-02	-9.907536e-02
TPST2	-9.538320e-02	-1.678391e-01	1.730249e-02
DACH1	1.493881e-01	-4.948839e-01	9.997911e-02
BCL11A	-5.016667e-02	-1.864341e-01	-8.862150e-03
FRRS1L	-2.966508e-01	1.015295e-01	-5.009875e-02
UNC5CL	-8.898121e-02	-1.163759e-01	-3.978641e-02
C11orf21	-7.087497e-02	-1.213031e-01	-5.295020e-02
PRIMPOL	-1.138461e-01	3.395285e-02	-1.651415e-01
SCNM1	1.654238e-01	-3.509261e-01	-5.944417e-02
SPATS2	2.101081e-01	-1.117386e-01	-3.432759e-01
ARL17B	-8.741535e-02	-4.847073e-02	-1.088700e-01
NABP2	-2.316850e-01	4.316437e-03	-1.716383e-02
GABRR3	1.859680e-01	-2.731460e-01	-1.573007e-01
MLC1	2.255708e-02	-3.317446e-01	6.483701e-02
TECTB	-1.814977e-01	-9.640899e-02	3.358487e-02
BTRC	2.783187e-01	-7.190994e-01	1.965154e-01
FAM13C	-1.218914e-01	-9.576940e-02	-2.655779e-02
CR1L	-1.328179e-01	-3.205402e-01	2.092448e-01
FAM170A	-4.736802e-02	-2.175249e-01	2.080121e-02
NFIA	-3.883096e-01	5.099794e-01	-3.656068e-01
SCRN1	-1.079284e-01	-1.699807e-01	3.413842e-02
LRRC15	-3.882598e-03	4.385036e-03	-2.441530e-01
CARKD	-8.758424e-02	-1.822762e-01	2.631426e-02
CHST13	6.551932e-02	-1.762385e-01	-1.326382e-01
XPC	-1.033842e-01	3.625627e-02	-1.761329e-01
SMPD4	2.598510e-02	-6.068291e-02	-2.082468e-01
SOX6	-2.688574e-01	3.490286e-02	-8.984902e-03
RFX2	9.873397e-02	-1.851337e-01	-1.564179e-01
COPZ2	-2.194346e-01	-3.036369e-01	2.804021e-01
SPRR2E	-3.031466e-02	-1.501660e-01	-6.213420e-02
H2AFY2	5.214929e-02	-2.028850e-01	-9.180436e-02
ALDH3A1	2.071610e-02	4.051056e-01	-6.683505e-01
TCTN1	-1.233744e-01	1.858690e-02	-1.375510e-01
SLC34A3	-5.436089e-02	-1.961501e-01	8.359965e-03
VKORC1	-2.978730e-01	-4.541896e-02	1.011498e-01
MRPL27	-3.881453e-01	1.911411e-01	-4.505374e-02
APOBEC4	-1.048213e-03	-2.129403e-01	-2.800602e-02
UBE2Z	-3.374200e-01	1.015778e-01	-6.151203e-03
ARAP1	1.144669e-01	-2.543937e-01	-1.020387e-01
IFI44L	-1.080666e-01	-5.537469e-02	-7.836318e-02
ZNF33A	-5.951731e-02	1.867133e-02	-2.009534e-01
METTL2A	-9.820321e-02	-7.166865e-02	-7.191456e-02
ADM	4.251519e-02	-7.709538e-02	-2.070298e-01
CASP9	-7.807868e-02	-8.106639e-02	-8.242956e-02
STX1B	2.202293e-01	-3.831258e-01	-7.858941e-02
BLZF1	-1.272168e-01	-3.136879e-02	-8.282774e-02
GP5	1.348336e-02	-8.582628e-02	-1.690447e-01
CTCFL	-8.144889e-03	-4.515898e-01	2.185066e-01
DEFB119	-3.642478e-02	-6.328337e-02	-1.414947e-01
JOSD2	2.259294e-01	-3.480982e-01	-1.189595e-01
FLT1	-6.037128e-02	4.879702e-02	-2.295522e-01
KRT2	-3.542347e-02	-7.917641e-02	-1.263432e-01
TFEC	8.749625e-02	-4.711646e-02	-2.812837e-01
PAGE1	-1.345635e-01	-1.366313e-01	3.037488e-02
CWC27	2.458533e-01	-1.022332e-01	-3.842586e-01
FAM84B	4.462231e-01	-4.643882e-01	-2.224181e-01
FBXO46	-6.396728e-02	-1.276005e-01	-4.898478e-02
CCDC60	-3.389162e-01	3.003416e-01	-2.019498e-01
UPF3B	-1.158645e-01	-4.077745e-02	-8.383825e-02
C2orf54	5.843735e-02	-9.551257e-02	-2.034026e-01
EID1	1.565384e-01	-1.970651e-01	-1.998776e-01
SORBS2	6.159612e-03	-2.215288e-01	-2.494098e-02
CABP5	-1.913753e-01	-8.455449e-02	3.572186e-02
ALG14	1.059059e-01	-3.694537e-01	2.339795e-02
DARC	-2.293880e-02	-1.015832e-01	-1.156144e-01
NKX2-5	8.334242e-02	4.293814e-02	-3.663668e-01
NPSR1	1.045614e-01	9.447117e-02	-4.391054e-01
RGAG4	-6.835601e-02	-7.101690e-02	-1.006650e-01
ARL6IP6	1.065714e-01	4.741311e-02	-3.939184e-01
PEAK1	-1.024649e-01	9.801776e-02	-2.354331e-01
ZDHHC11	-9.177457e-02	-2.151542e-01	6.728822e-02
IL24	-6.296172e-02	-7.692847e-02	-9.941379e-02
APEX1	-8.141517e-02	-7.573116e-02	-8.201480e-02
SCN2B	-1.937916e-01	4.205777e-02	-8.735678e-02
CAV1	-2.614502e-03	-1.639880e-01	-7.240442e-02
THBD	-6.884491e-02	-8.445668e-02	-8.570115e-02
AKR1B10	-5.266445e-02	-9.219385e-02	-9.412817e-02
OR2M3	-1.202248e-01	3.860438e-02	-1.573216e-01
C20orf27	-1.500600e-01	-5.445230e-02	-3.437732e-02
GABRA4	-3.829850e-02	-7.626840e-02	-1.242966e-01
C15orf26	7.550170e-03	-9.356117e-02	-1.527693e-01
SULT1C3	2.286871e-02	-3.331474e-01	7.167669e-02
FAM175A	-5.685195e-02	-1.003178e-01	-8.126363e-02
IL5	1.553217e-01	-4.547411e-02	-3.482791e-01
KSR1	-1.410227e-01	-2.539302e-01	1.566202e-01
CRYZL1	2.105703e-01	-5.999480e-01	1.513540e-01
TMEM186	6.219449e-02	-2.049087e-01	-9.510735e-02
TXK	-1.348723e-01	-9.957501e-03	-9.293455e-02
MUSTN1	-3.225142e-02	-3.327939e-01	1.273586e-01
TMEM255B	-9.111224e-02	-1.009656e-01	-4.556352e-02
BBIP1	1.110877e-02	-1.534390e-01	-9.521828e-02
FADS3	-5.086161e-02	-1.256108e-01	-6.100269e-02
PPP6R1	8.619640e-02	-4.291100e-01	1.055592e-01
POMGNT2	-2.907275e-01	1.731586e-01	-1.196816e-01
RNF139	-2.593383e-01	8.938949e-02	-6.717773e-02
SCRT1	4.578832e-02	-9.260423e-02	-1.902264e-01
GRIK1	-1.005114e+00	-6.916497e-01	1.459855e+00
ITSN2	7.181546e-03	-9.851613e-02	-1.454361e-01
DCLRE1C	-8.777655e-02	-2.292524e-01	8.039947e-02
GPR18	-1.681485e-01	-2.321451e-01	1.637171e-01
MYT1L	-2.774156e-02	-2.110433e-01	2.269725e-03
JRK	-1.456552e-01	-1.440438e-02	-7.645184e-02
PAX8	-5.635641e-02	-7.136812e-02	-1.087579e-01
CST4	1.245365e-01	-3.730611e-01	1.208343e-02
FAM157B	-5.493227e-02	-6.289708e-02	-1.185106e-01
NLRP10	7.233820e-02	-1.923677e-01	-1.162968e-01
WDR5B	-4.696961e-02	-2.208257e-01	3.156725e-02
OR3A3	-9.843622e-02	-2.255650e-01	8.780525e-02
SCN5A	7.716305e-02	-3.814770e-01	6.823709e-02
BTF3L4	1.055333e-01	7.528192e-02	-4.168537e-01
OR5AC2	-3.129401e-02	5.765416e-02	-2.623155e-01
MBD2	-2.728702e-01	5.546306e-02	-1.843518e-02
OAZ1	-1.664448e-01	-1.499747e-03	-6.767037e-02
UBXN6	-3.579681e-02	-1.516528e-01	-4.812199e-02
DGKA	-2.417532e-01	2.539034e-01	-2.475259e-01
LRRC43	-6.868456e-02	-2.440300e-01	7.751071e-02
CD200	-1.635632e-01	-2.615881e-02	-4.546759e-02
SPINK1	1.404975e-01	-9.035427e-02	-2.850780e-01
FFAR4	2.116745e-01	-4.008936e-01	-4.563843e-02
LTF	-2.036279e-01	-1.063334e-01	7.514588e-02
DNMT3A	-2.616167e-02	-4.266850e-01	2.182878e-01
TSTA3	-1.344005e-01	-4.224321e-02	-5.785904e-02
AQP6	-1.247150e-01	9.274585e-02	-2.025065e-01
RGS9BP	4.457273e-01	-3.276525e-01	-3.524981e-01
OR52E6	-1.966431e-01	2.542496e-01	-2.919784e-01
QTRT1	-6.452548e-01	-1.459956e+00	1.870840e+00
EPAS1	1.952326e-03	-1.456526e-01	-9.066992e-02
AASDHPPT	1.860671e-01	-3.197471e-02	-3.883004e-01
SEMA4B	-1.852376e-01	7.173894e-02	-1.206149e-01
COL5A2	-7.121705e-02	-4.083941e-02	-1.220473e-01
ARMS2	-1.918219e-01	-9.949548e-02	5.747830e-02
DEFB125	-3.605815e-02	-3.154163e-01	1.177377e-01
TMEM119	2.485595e-02	-1.359197e-01	-1.226493e-01
SOD3	-1.806879e-01	3.418543e-01	-3.947074e-01
USP54	1.199130e-01	-6.988827e-02	-2.831671e-01
FOLR1	-1.674227e-02	-2.010042e-01	-1.503470e-02
ABCA13	2.200353e-02	2.988461e-02	-2.845953e-01
MYCBPAP	4.454953e-02	-1.158929e-01	-1.612756e-01
TMEM30B	1.541487e-01	-2.301952e-01	-1.564096e-01
FAM43B	-5.343460e-03	-1.447546e-02	-2.126022e-01
PRB3	-2.718276e-01	1.695973e-01	-1.301720e-01
NRSN2	-8.612034e-02	-5.042985e-02	-9.581052e-02
MFAP5	-2.071566e-01	7.338214e-02	-9.844737e-02
UPRT	-6.706305e-02	-1.580242e-01	-7.113960e-03
DEFB126	-2.415231e-01	1.402453e-01	-1.309232e-01
IAPP	-3.713494e-02	-5.331001e-02	-1.416744e-01
CHCHD5	-9.448793e-02	-1.879765e-01	5.046035e-02
DCTPP1	-1.801290e-01	-8.868785e-02	3.681414e-02
RMND5B	-1.709168e-01	-1.158894e-02	-4.941491e-02
CCDC40	-2.095445e-01	-1.828808e-01	1.605058e-01
PLD6	-1.681491e-02	-9.301463e-02	-1.220151e-01
RSPH3	-1.217261e-01	-4.111760e-02	-6.896974e-02
PRAMEF22	1.116221e-01	-2.277437e-01	-1.156087e-01
SLC25A18	-1.549295e-01	-2.571050e-02	-5.107155e-02
DEFB115	-2.357422e-01	6.621088e-01	-6.580777e-01
ITGA3	-9.583451e-02	-1.329232e-01	-2.918160e-03
MVP	-4.476313e-01	-2.023539e+00	2.239515e+00
CR1	-2.464283e-01	-8.780278e-02	1.025948e-01
KRT23	8.292030e-03	-8.328248e-02	-1.566119e-01
CXCL17	2.032201e-01	-1.112062e-01	-3.235891e-01
HLA-DOB	-1.644739e-01	1.255817e-02	-7.962757e-02
OR4D10	-3.405447e-02	-1.416746e-01	-5.564193e-02
S1PR1	-1.080672e-01	3.575091e-01	-4.805900e-01
OSBPL7	4.154161e-02	-2.245719e-01	-4.808190e-02
G2E3	5.049737e-02	-1.170080e-01	-1.645767e-01
CTNNA3	-3.726051e-02	-1.974000e-01	3.604618e-03
KHDC3L	-2.903988e-01	2.526463e-01	-1.932788e-01
C9orf96	2.960058e-02	-4.653064e-01	2.046884e-01
ACACB	-2.972873e-01	-4.112043e-02	1.074219e-01
TSPAN7	6.100493e-02	-5.106778e-01	2.189591e-01
KCNQ5	-2.580110e-02	-1.076472e-01	-9.715864e-02
RAB35	-1.473323e-01	-1.729755e-01	8.970360e-02
SH2D3C	-4.571880e-02	-1.171379e-01	-6.757203e-02
MAGEH1	-2.189485e-01	1.002668e-01	-1.117437e-01
NEDD8	1.671323e-01	-3.768289e-01	-2.071548e-02
SIRT4	1.850957e-01	-1.997381e-01	-2.153322e-01
PTH	-1.645494e-01	-1.256767e-01	6.028533e-02
ROPN1	-6.588598e-02	-4.375187e-01	2.735607e-01
BRINP1	-2.002725e-01	6.557118e-02	-9.507422e-02
MUC15	5.176176e-02	-1.463126e-01	-1.351194e-01
GRK4	-7.977500e-02	-2.935106e-02	-1.205400e-01
TRAK1	-2.326961e-02	-3.223412e-01	1.159467e-01
BEX1	1.305310e-01	-2.939890e-01	-6.611500e-02
SDR42E1	-1.201374e-02	-1.314460e-01	-8.607531e-02
EIF1B	-3.219770e-02	-6.277470e-02	-1.344665e-01
PRMT1	-1.558151e-01	-7.034876e-04	-7.284250e-02
TBPL2	1.534695e-02	8.325684e-02	-3.279437e-01
ALCAM	-3.084480e-01	-7.048601e-02	1.496147e-01
SLC2A5	-9.911249e-02	-1.187158e-01	-1.146095e-02
PBK	1.135735e-01	-1.346022e-01	-2.082505e-01
ARHGAP19	-2.286874e-01	1.103956e-01	-1.109362e-01
DOC2A	-1.100731e-01	-5.571363e-02	-6.318617e-02
MGLL	-6.294761e-02	-1.116722e-01	-5.423836e-02
OR2A5	-1.115981e-01	-6.099467e-02	-5.590265e-02
LAMC2	-1.136020e-01	-2.373787e-01	1.227034e-01
PTGER1	-7.551278e-02	1.351033e-02	-1.662438e-01
MAP1LC3B2	-1.029116e-01	-1.315775e-01	6.264273e-03
SAMD4A	3.988191e-02	-1.566486e-01	-1.114444e-01
GADD45B	8.802868e-02	-2.816415e-01	-3.438324e-02
PDLIM2	-1.943419e-01	-9.175080e-02	5.815343e-02
LEKR1	-2.282132e-01	-5.539448e-02	5.571998e-02
IFITM2	-1.542601e-01	-1.944659e-01	1.210127e-01
RAET1E	-2.693807e-02	-7.178229e-02	-1.288928e-01
RNASE12	3.718016e-02	-1.415453e-01	-1.229054e-01
C14orf28	8.856103e-02	2.012164e-01	-5.170212e-01
STX11	-5.596279e-02	-9.936924e-02	-7.181066e-02
BBS5	8.744875e-03	-2.033046e-01	-3.241638e-02
AGBL3	-9.180314e-02	-1.951139e-02	-1.155505e-01
MMS19	-3.007518e-02	-1.809886e-01	-1.565290e-02
GPR153	-6.598783e-02	-8.705469e-02	-7.355358e-02
PMS2	-6.570352e-02	-1.076980e-01	-5.317497e-02
ANXA3	-9.537282e-02	-1.206716e-01	-1.050865e-02
TENM3	-9.560298e-02	-1.289409e-01	-2.002429e-03
TBC1D9	-3.038076e-03	-2.520882e-01	2.862281e-02
TMEM155	-2.827421e-01	1.723474e-01	-1.160096e-01
NBPF14	-3.388116e-02	-1.005540e-01	-9.191328e-02
WNT8B	-9.286031e-03	-1.447540e-01	-7.228413e-02
SCGB1A1	-1.522820e-01	5.666554e-02	-1.305526e-01
RBP1	7.206036e-02	-3.020198e-01	3.869327e-03
SIDT2	-2.396651e-02	-2.063614e-01	4.322104e-03
C1orf204	-1.411707e-01	-6.380504e-02	-2.091443e-02
CPM	9.703370e-02	-9.493185e-02	-2.279235e-01
PRKCD	-2.104770e-01	1.107674e-01	-1.257939e-01
CARD8	-5.693686e-02	3.847220e-03	-1.723613e-01
KIAA2022	-1.550130e-02	-8.609900e-02	-1.237608e-01
FANCE	5.689861e-03	-2.694110e-01	3.837487e-02
ENTPD6	-3.697422e-03	-6.761099e-03	-2.147942e-01
MPV17	-1.867096e-02	-1.996629e-01	-6.897669e-03
ATF1	1.400327e-02	-1.746928e-01	-6.452186e-02
COX19	-1.729578e-01	9.566573e-02	-1.479085e-01
HEPACAM	1.780010e-02	-1.321260e-01	-1.108321e-01
SLC52A2	1.499161e-01	-2.142755e-02	-3.535240e-01
