Gene	S1	S2	S3
MYSM1	5.491035e-01	2.892534e-01	1.260958e-01
TOR2A	2.098865e-01	1.317656e-01	6.736160e-01
SUCLA2	9.672285e-03	9.358749e-01	8.115496e-01
SLIT1	6.955020e-01	1.598462e-01	1.567457e-01
KLF10	3.573742e-01	1.348199e-01	4.663454e-01
AQP11	1.652104e-01	1.585057e-01	6.782113e-01
ANGPTL2	1.759427e-01	6.315249e-01	1.623411e-01
PROSC	1.017703e-01	4.142443e-01	4.729127e-01
CYSTM1	1.867969e-01	1.799094e-01	5.851800e-01
POGZ	5.301653e-01	2.404604e-01	1.598716e-01
SSX3	3.881337e-02	3.509952e-01	8.517790e-01
MXD1	7.007246e-01	2.969866e-01	8.630972e-02
PLAG1	7.987745e-01	6.443717e-02	3.150307e-01
IQSEC2	9.639224e-02	4.585556e-01	4.505548e-01
SLC5A8	9.957445e-01	3.000013e-03	8.176204e-02
TAS2R4	4.079256e-01	3.105460e-01	1.701442e-01
EGR3	2.423975e-01	1.113739e-01	6.982691e-01
CLTA	3.527352e-01	2.288566e-01	2.761958e-01
TWIST1	1.900419e-01	4.611619e-01	2.388251e-01
AMOT	1.568317e-01	2.340109e-01	5.466854e-01
QPCT	2.742395e-01	6.908645e-01	9.563704e-02
IBTK	1.437010e-01	5.439766e-01	2.532068e-01
DRGX	5.432782e-01	9.176031e-02	4.567995e-01
FAM181B	1.350693e-01	4.982617e-01	3.025298e-01
CEACAM8	6.696916e-01	1.469266e-01	1.900566e-01
PRKRIR	9.800060e-01	3.410722e-01	1.625808e-02
ST6GAL1	3.070256e-01	2.165887e-01	3.389085e-01
CLEC9A	1.615512e-01	4.058833e-01	3.250943e-01
PPP1R3E	2.904972e-01	1.420504e-01	5.325550e-01
MBD3L1	4.918995e-01	5.723807e-01	7.573811e-02
ECM2	3.209073e-01	2.903139e-01	2.401160e-01
RFK	4.495334e-01	1.516369e-01	3.331352e-01
RSPH10B2	3.509435e-01	1.459472e-01	4.467347e-01
TNFAIP1	7.090468e-01	4.676202e-02	5.860522e-01
PRKCG	1.615158e-01	3.692271e-01	3.602372e-01
KIR2DL4	2.112063e-01	7.019242e-02	8.650450e-01
OLFM2	3.421171e-01	2.064936e-01	3.215286e-01
CCDC103	2.063896e-01	2.628307e-01	4.039647e-01
CLINT1	1.265098e-01	1.454779e-01	7.913723e-01
BEST3	7.792506e-01	1.062645e-01	1.949365e-01
ARL13A	1.156629e-01	9.882746e-02	8.918926e-01
RFXANK	7.211009e-01	2.335325e-01	1.020172e-01
EIF4E3	1.095955e-01	5.036511e-01	3.690718e-01
EGLN2	2.810744e-01	2.338005e-01	3.455061e-01
CAMKMT	4.486097e-01	2.039217e-01	2.431489e-01
TTC6	5.291442e-01	1.429140e-01	2.932162e-01
CTU2	1.999801e-01	1.803736e-01	5.716922e-01
CXorf21	2.132663e-01	2.512879e-01	4.131019e-01
IL15RA	8.937386e-02	4.648302e-01	4.856556e-01
TSPO2	7.713281e-01	1.017137e-01	2.140554e-01
HHEX	4.026206e-01	3.972710e-01	1.373704e-01
NCKIPSD	1.074878e-01	6.129567e-01	2.879418e-01
PLSCR4	6.151963e-02	8.533466e-01	2.141085e-01
OR10A4	4.730939e-01	1.756861e-01	2.699656e-01
HOXC9	3.211057e-01	2.009840e-01	3.569209e-01
PCNT	5.942938e-02	4.249977e-01	6.860476e-01
HMMR	5.811134e-01	1.453930e-01	2.524005e-01
TNFAIP8L2	3.627699e-01	1.335436e-01	4.799112e-01
POLG	4.264265e-01	1.694179e-01	3.186254e-01
PPM1A	2.682906e-01	6.362755e-01	1.137750e-01
POM121C	2.657230e-01	1.562945e-01	5.316280e-01
FUT7	1.290541e-01	2.507885e-01	6.014371e-01
ABCA9	8.767821e-02	8.168043e-01	1.794830e-01
CRISP1	2.275078e-01	2.576563e-01	3.849414e-01
IHH	8.941271e-02	4.543660e-01	4.993777e-01
LILRA2	5.564749e-01	1.202959e-01	3.380170e-01
COL15A1	2.829730e-01	2.278256e-01	3.565989e-01
LRRC42	4.008305e-01	1.885974e-01	3.058566e-01
TLX1NB	1.946866e-01	3.601835e-01	3.191431e-01
HMOX1	2.911702e-01	2.231890e-01	3.558578e-01
NFYB	6.299742e-02	4.315872e-01	6.623373e-01
RNPEP	3.194085e-01	3.307844e-01	2.163074e-01
B4GALT1	1.172596e-01	6.983040e-01	2.087726e-01
RGS14	2.486291e-01	1.392121e-01	6.110742e-01
PLEKHH1	3.415811e-01	2.624833e-01	2.574343e-01
NPY5R	6.020364e-01	1.161949e-01	3.153338e-01
THRA	8.784201e-02	6.386967e-01	3.342007e-01
FFAR2	3.572774e-01	8.011723e-01	6.099356e-02
LRRC69	2.300963e-01	2.476229e-01	3.992986e-01
HNF4A	5.838547e-01	2.018964e-01	1.753945e-01
CTTN	1.573474e-01	2.273080e-01	5.719443e-01
IGFALS	2.526943e-01	4.439224e-01	1.981202e-01
TBC1D31	4.977352e-01	9.256813e-02	5.136900e-01
ZNF284	3.561248e-01	1.926910e-01	3.425053e-01
STK31	1.472742e-01	4.817470e-01	3.023144e-01
LZTFL1	2.208732e-01	6.687712e-01	1.259643e-01
SCARB1	7.488157e-02	6.255587e-01	4.059712e-01
LOC729159	2.081095e-01	4.279947e-01	2.507361e-01
ARMC4	1.826164e-01	3.219314e-01	3.829743e-01
MSH6	5.220769e-02	3.239700e-01	8.133078e-01
SULT1C2	5.677147e-01	1.454133e-01	2.672814e-01
ZNF493	2.046038e-01	1.468934e-01	6.595203e-01
PARN	1.082698e-01	6.024413e-01	3.012561e-01
PGRMC2	1.192507e-01	4.709634e-01	3.807792e-01
C11orf53	7.096704e-01	3.021553e-01	8.718543e-02
SRPK1	2.244086e-01	4.249723e-01	2.361879e-01
PSG11	5.044520e-01	6.688886e-01	6.365872e-02
ZNF250	9.391705e-01	2.311935e-01	4.103125e-02
C14orf1	5.172231e-01	1.305345e-01	3.465585e-01
CLUAP1	7.764869e-01	4.708328e-01	5.306722e-02
QDPR	2.545815e-01	5.969199e-01	1.347203e-01
IL1RL2	2.688986e-01	1.689322e-01	5.032149e-01
BTG1	2.022008e-01	2.238880e-01	4.907862e-01
CD22	4.545216e-01	8.889390e-02	5.814429e-01
CIDEA	3.423881e-01	1.371063e-01	5.032091e-01
LOC100996693	1.345164e-01	4.809097e-01	3.343658e-01
PNCK	2.163610e-01	2.752139e-01	3.876167e-01
SIK2	1.551930e-01	3.674881e-01	3.925425e-01
NDUFA4L2	9.518502e-02	4.371444e-01	5.031260e-01
8-Sep	3.565073e-01	3.689770e-01	1.756169e-01
WDR81	2.221806e-01	2.403330e-01	4.302622e-01
CST9L	7.926761e-02	6.477838e-01	3.685065e-01
ADH1B	7.806075e-01	1.498854e-01	1.354794e-01
HAUS2	1.348460e-01	2.862804e-01	5.448680e-01
KRTAP1-3	7.734489e-01	7.538840e-02	3.138529e-01
ADPRM	1.370917e-01	4.228976e-01	3.811097e-01
GLRX	9.389204e-01	7.198969e-02	1.039765e-01
RTCA	4.323792e-01	2.850976e-01	1.862730e-01
PSKH2	2.442077e-01	6.559009e-02	8.633304e-01
SPATA4	2.442244e-01	1.133589e-01	7.110455e-01
FBXL4	6.727710e-02	5.865559e-01	4.948292e-01
LYRM7	8.382244e-02	8.879343e-01	1.272956e-01
GAB1	6.242500e-02	2.416759e-01	8.401638e-01
FCRL6	3.942509e-01	4.120878e-01	1.407251e-01
ACYP1	3.010592e-01	4.521594e-01	1.670448e-01
NXT2	4.433285e-01	8.320754e-01	4.846944e-02
TRMT6	2.634711e-01	9.297837e-02	7.609259e-01
HABP4	4.389990e-01	2.131154e-01	2.498402e-01
RIPPLY1	1.028127e-01	8.860347e-01	1.072415e-01
FRMD4A	4.967922e-01	1.606270e-01	2.927655e-01
TENM4	3.431291e-01	1.125452e-01	5.979647e-01
OPN1SW	1.615251e-01	1.093757e-01	8.271663e-01
PPP1R9A	1.295839e-01	2.854404e-01	5.647485e-01
NUDT15	2.030950e-01	4.964596e-01	2.193895e-01
SHD	2.028406e-01	9.608519e-02	8.144466e-01
NRAP	4.716332e-01	2.368868e-01	2.053861e-01
EPHA8	2.020796e-01	4.126638e-01	2.757563e-01
INHBC	5.269101e-01	1.856633e-01	2.308230e-01
ADRB1	1.327535e-01	3.322634e-01	4.951455e-01
SPAG6	7.439269e-01	3.486104e-01	7.296035e-02
RDH5	4.332447e-02	9.152661e-01	1.976969e-01
SNX24	4.517061e-01	4.503387e-01	1.116926e-01
NFIL3	2.974329e-01	5.999448e-01	1.183027e-01
C1orf61	2.662355e-01	1.706263e-01	5.114581e-01
DHRS4	2.288853e-01	1.709432e-01	5.672631e-01
GIT2	8.344383e-02	5.110848e-01	4.888526e-01
WNT3	1.568879e-01	6.106984e-01	2.101384e-01
MNT	5.904207e-01	3.599016e-02	8.255504e-01
ART4	4.915340e-01	6.458515e-02	6.870945e-01
FBXO9	1.338544e-01	7.330652e-01	1.710401e-01
ETNPPL	8.826038e-01	2.453914e-01	5.876298e-02
C10orf112	7.389556e-01	2.620093e-01	9.293457e-02
ALPK3	2.627415e-01	1.271132e-01	6.473671e-01
HOXB7	1.397102e-01	1.096153e-01	8.560504e-01
TTYH2	7.396210e-01	6.543909e-01	4.363024e-02
HIST1H2AG	2.021614e-01	6.049571e-01	1.682855e-01
SPPL2A	3.261907e-01	5.175368e-01	1.337002e-01
OR5K1	2.207815e-01	7.665485e-01	9.878958e-02
KIAA1522	4.889958e-01	1.807818e-01	2.670049e-01
AHCYL1	2.863340e-01	3.815541e-01	2.184698e-01
CLEC4E	6.945928e-02	3.981046e-01	6.765434e-01
IQCF5	3.013055e-01	7.016705e-01	9.264454e-02
HOXD13	3.911025e-01	2.412927e-01	2.569174e-01
TGIF2-C20orf24	3.473808e-01	1.546688e-01	4.572704e-01
TPD52L2	3.681290e-01	9.576019e-02	6.509588e-01
TREML1	2.144992e-01	4.387349e-01	2.480789e-01
IL12RB1	1.259106e-01	5.419781e-01	3.168981e-01
GLRX2	5.304779e-01	3.210331e-01	1.321914e-01
ZSCAN22	5.384610e-01	1.630743e-01	2.652195e-01
RHD	5.145550e-01	1.298512e-01	3.657274e-01
RAD51D	6.503395e-01	2.091003e-02	9.104679e-01
TMPRSS11BNL	1.238239e-01	4.815046e-01	3.750753e-01
C1QA	6.506792e-02	3.825059e-01	7.166894e-01
PEX10	8.922733e-02	7.010878e-01	2.925632e-01
CEACAM21	4.669752e-01	3.843657e-01	1.299660e-01
DRD1	4.711773e-01	1.564661e-01	3.333401e-01
SLC11A2	1.527246e-01	1.797071e-01	6.952422e-01
USP43	7.495328e-02	3.230452e-01	7.276539e-01
MAGEC1	1.953147e-01	3.422850e-01	3.586266e-01
SPINK8	4.904451e-01	4.682661e-01	1.008008e-01
C1orf109	4.054769e-01	3.029332e-01	1.968138e-01
CASP4	4.191117e-01	6.755258e-02	7.394828e-01
IQUB	6.165359e-01	6.006687e-01	6.143340e-02
CKAP4	8.176062e-01	4.379948e-01	5.168161e-02
SUN5	1.149551e-01	4.391580e-01	4.454614e-01
FHIT	3.377175e-01	5.331837e-01	1.269148e-01
DDHD2	2.755522e-01	3.433692e-01	2.591624e-01
SLC35A3	1.832015e-02	8.746002e-01	7.414875e-01
GALNT9	6.045118e-01	3.882797e-02	7.981859e-01
RGS20	1.968022e-01	5.569966e-01	2.011004e-01
HM13	2.806331e-01	1.801535e-01	4.809096e-01
C2CD2	4.138870e-02	8.477993e-01	3.706090e-01
ELANE	1.284251e-01	3.818733e-01	4.651975e-01
ERGIC2	4.835434e-02	8.507350e-01	3.087483e-01
ANKRD36	4.513766e-01	8.271512e-01	5.000433e-02
DCBLD2	1.071001e-01	4.864886e-01	4.282579e-01
IL18	2.073053e-01	1.595112e-01	6.447385e-01
OR7G1	2.407827e-01	5.401396e-01	1.738645e-01
RGS12	2.879544e-01	3.448156e-01	2.492207e-01
TUB	8.159872e-01	2.480428e-01	7.855778e-02
OR6X1	2.432780e-02	9.114160e-01	4.489891e-01
STX1A	5.633871e-01	2.728712e-01	1.463607e-01
SLAMF9	3.426483e-01	5.800611e-02	8.388007e-01
TMEM191C	9.563055e-01	2.657585e-01	3.197952e-02
GRAMD1B	3.077991e-01	6.316136e-01	1.107465e-01
STH	3.691745e-01	1.116788e-01	5.921300e-01
C1orf127	3.607640e-01	7.896103e-01	6.604175e-02
LRG1	6.738603e-02	2.048936e-01	8.665424e-01
CLPTM1	3.195424e-01	2.154817e-02	9.603258e-01
ABHD12	6.915797e-01	8.914666e-02	3.630834e-01
BTN3A1	2.703414e-01	2.402316e-01	3.850236e-01
NOV	3.648986e-01	1.273406e-01	5.376364e-01
LILRA5	2.112261e-01	2.283031e-01	4.945255e-01
KMT2D	9.214977e-01	5.120109e-02	2.031988e-01
NTRK1	2.336157e-01	3.148042e-01	3.388893e-01
C3orf79	3.484993e-01	3.126103e-01	2.303719e-01
CENPQ	5.541790e-01	1.347228e-01	3.282212e-01
EHBP1L1	3.743922e-01	2.565940e-01	2.623586e-01
ZZEF1	6.988199e-02	4.740557e-01	6.164978e-01
CFI	3.233887e-01	2.006669e-01	3.913399e-01
CD200R1L	2.061866e-01	1.375329e-01	7.104934e-01
EGLN1	3.782083e-01	3.589726e-01	1.823740e-01
NNT	8.775814e-02	5.798537e-01	4.217229e-01
ASGR2	4.213653e-01	2.063003e-01	2.897562e-01
IBA57	2.916356e-01	3.090777e-01	2.807043e-01
ELF1	7.565050e-01	1.086719e-01	2.338178e-01
DBX2	2.614840e-01	1.965194e-01	4.800145e-01
NXPE2	8.485428e-01	6.570071e-02	2.765898e-01
CHRM5	8.075483e-01	1.007692e-01	2.079348e-01
GTSCR1	4.617786e-01	3.667863e-01	1.428730e-01
MSTO1	8.675733e-02	3.566531e-01	6.540529e-01
CEP135	1.594048e-01	5.249283e-01	2.752162e-01
POU3F3	4.072474e-01	1.705690e-01	3.700018e-01
TRIM43	3.506283e-01	1.157992e-01	6.030214e-01
SH2D1B	2.289619e-01	8.328840e-02	8.396749e-01
NAA11	2.594474e-01	7.660931e-01	9.109572e-02
ACAD8	5.854153e-01	1.923165e-01	2.035442e-01
HOXA7	3.196044e-01	2.177367e-01	3.692449e-01
SETX	4.583360e-01	1.146346e-01	4.935613e-01
HEATR5A	6.239827e-01	1.969164e-01	1.793530e-01
STAB2	4.988207e-01	7.444396e-01	5.851218e-02
DKK3	7.673918e-01	2.128459e-01	1.078588e-01
IFIT3	9.665977e-01	5.394822e-03	8.629125e-01
FGF11	2.549787e-01	3.884028e-01	2.549017e-01
RNF168	5.778065e-03	8.924163e-01	9.772052e-01
C14orf166B	2.585665e-01	3.908398e-01	2.497558e-01
HMCES	8.138238e-01	2.570599e-01	7.890255e-02
PARP14	3.323269e-01	2.514403e-01	3.104272e-01
BMP4	3.183398e-02	7.841194e-01	6.201804e-01
ARSE	1.175011e-01	1.533826e-01	8.259069e-01
BRIP1	1.083330e-02	6.050101e-01	9.641163e-01
CDC14B	3.520609e-01	2.226652e-01	3.333429e-01
MARCO	1.195736e-01	5.132627e-01	3.801398e-01
ELK1	2.423403e-02	9.007826e-01	5.101263e-01
ADAM28	2.099091e-01	2.213709e-01	5.223313e-01
KRT33B	1.239651e-01	4.837010e-01	3.944639e-01
CDX2	8.369409e-01	3.718326e-02	5.713086e-01
PTMS	3.111578e-01	1.322374e-01	5.977426e-01
MEIOB	1.683279e-01	6.391520e-01	1.974611e-01
ASTN2	9.938037e-02	8.361131e-01	1.638404e-01
FAT1	3.938178e-01	2.914514e-01	2.244904e-01
YIPF2	6.898581e-01	1.185883e-01	2.714426e-01
FYB	3.483665e-01	3.853715e-01	1.905537e-01
EFNB2	6.882487e-01	4.301138e-01	7.517632e-02
PALMD	9.245466e-02	8.936565e-01	1.216747e-01
TRIQK	1.266575e-01	2.963608e-01	5.946540e-01
TJP1	2.779257e-01	2.090290e-01	4.439193e-01
PPP1R36	5.262218e-01	3.274751e-02	8.910537e-01
UEVLD	8.433002e-02	2.091033e-01	8.277967e-01
PDC	3.078983e-01	5.832328e-01	1.298885e-01
NUDT7	3.979060e-01	2.244976e-01	2.929378e-01
DLX1	4.473002e-01	5.872393e-01	9.065240e-02
LIX1	8.320259e-01	9.826492e-02	1.962412e-01
NTRK3	4.954809e-01	1.748287e-01	2.955873e-01
CKLF	2.077722e-01	6.000132e-01	1.812464e-01
NABP1	9.263114e-02	1.653261e-01	8.586565e-01
CRNKL1	9.935646e-01	3.819101e-03	4.420063e-01
ST14	3.808984e-01	2.059063e-01	3.373189e-01
TRMT12	4.477521e-01	1.984401e-01	2.929125e-01
CORO2B	4.805912e-01	1.544049e-01	3.537720e-01
ZNF207	7.035389e-01	1.065092e-01	2.995322e-01
VANGL1	3.640803e-01	6.394666e-02	8.137296e-01
OR6C74	9.308367e-02	1.062580e-01	9.220410e-01
ELOVL2	5.445156e-01	2.798384e-01	1.586673e-01
RWDD1	5.674159e-01	2.609329e-01	1.605819e-01
TMED7	2.865518e-01	1.390667e-01	6.134195e-01
SPDYE4	4.321371e-01	7.737598e-02	7.045699e-01
ANKRD54	4.979588e-01	1.229108e-01	4.366929e-01
SELK	2.093547e-01	7.326143e-01	1.251011e-01
SRGAP3	4.780064e-01	4.221050e-01	1.239873e-01
BCAP31	2.907645e-01	2.431869e-01	3.767163e-01
SCRT2	7.398915e-01	1.268050e-01	2.171396e-01
PRRT3	2.089387e-01	5.455674e-01	2.113406e-01
CHMP2B	2.558651e-01	3.518106e-01	2.940087e-01
ENTPD8	5.196169e-01	4.450699e-01	1.068458e-01
PRLHR	2.546813e-01	7.057009e-01	1.146895e-01
RNF220	5.638605e-01	4.449539e-01	9.700124e-02
ZNF180	4.708088e-02	8.034747e-01	4.260509e-01
ABHD16B	6.501708e-01	8.038501e-02	4.765060e-01
OR10V1	4.121134e-01	1.506687e-01	4.351356e-01
FAM167B	1.023867e-01	1.190992e-01	9.008483e-01
STX19	1.281050e-01	1.282989e-01	8.568975e-01
TIMD4	2.061274e-01	3.126850e-01	4.053837e-01
FOXB1	3.093557e-01	2.401646e-01	3.630645e-01
C4orf26	2.207290e-01	2.896284e-01	4.107613e-01
CLDN18	3.277104e-01	2.326159e-01	3.547374e-01
GABRG2	8.421212e-01	1.078788e-01	1.703928e-01
TMEM72	2.814449e-01	6.701023e-01	1.163119e-01
PACSIN3	3.200920e-01	4.373040e-01	1.860892e-01
VSIG10	3.616802e-01	1.648557e-01	4.527522e-01
MORF4L2	7.432243e-01	3.578716e-01	7.824543e-02
DCTN1	5.523015e-01	1.760464e-01	2.601334e-01
TLR9	1.217267e-01	4.050432e-01	4.947446e-01
TXNDC12	7.085694e-01	2.129865e-01	1.364714e-01
OTOP2	2.675940e-01	3.622641e-01	2.766031e-01
ARFGAP3	1.203033e-01	4.264028e-01	4.776721e-01
CLEC2A	5.747327e-01	3.065204e-01	1.372832e-01
FAM186B	3.311938e-01	2.500195e-01	3.290744e-01
LMAN1L	1.327363e-01	1.711927e-01	7.803353e-01
EIF2AK3	2.568157e-01	5.315270e-01	1.827931e-01
CTSG	2.772900e-01	2.446935e-01	3.982155e-01
LAMB4	9.071806e-01	2.635894e-01	5.295389e-02
AMTN	9.477351e-01	1.698815e-01	5.047757e-02
C11orf63	3.221179e-01	4.749366e-01	1.692519e-01
RGS5	7.124167e-01	1.551371e-01	1.914811e-01
PABPN1L	3.700995e-02	6.637490e-01	7.120139e-01
ATP6V0E2	1.139346e-02	1.462926e-01	9.839158e-01
CYHR1	2.926966e-01	1.968956e-01	4.655659e-01
ZNF70	2.999631e-01	8.591951e-01	6.304224e-02
CILP	2.985773e-01	1.138535e-01	6.934474e-01
RAD51AP2	5.562077e-01	1.351898e-01	3.514135e-01
MLX	3.006242e-01	1.108346e-01	7.022956e-01
LACE1	4.435633e-01	2.786216e-01	2.155141e-01
HLA-E	3.622729e-01	2.757540e-01	2.744115e-01
PMAIP1	3.457301e-01	2.976594e-01	2.663568e-01
ZNF804A	2.919438e-01	6.158077e-01	1.316188e-01
SIRT3	2.911705e-01	2.051515e-01	4.526542e-01
OXTR	9.696901e-01	4.188776e-02	1.142008e-01
BIK	1.994913e-01	1.597804e-01	6.912478e-01
LOC643037	3.041469e-01	4.175845e-01	2.109965e-01
NRL	3.245117e-01	2.427139e-01	3.501926e-01
HOXB4	5.044628e-01	2.585841e-01	1.992078e-01
FANCB	8.345204e-01	1.956983e-02	8.417915e-01
AGAP1	3.931058e-01	2.710576e-01	2.570144e-01
C10orf118	3.587460e-01	2.836006e-01	2.709794e-01
TIAM2	2.317014e-01	4.981777e-01	2.238006e-01
IQCC	1.376796e-01	3.740447e-01	4.896568e-01
TFF1	7.336654e-02	7.702739e-01	3.190403e-01
C20orf196	7.074131e-01	1.625916e-01	1.871927e-01
EPPIN-WFDC6	3.746615e-01	1.671519e-01	4.419905e-01
RAD21L1	5.983818e-01	1.915374e-01	2.146500e-01
BYSL	2.261044e-01	2.786225e-01	4.276492e-01
GALE	2.005718e-01	1.276168e-01	7.711720e-01
IL20	7.519417e-01	7.062392e-01	4.212382e-02
RGR	4.342550e-01	5.313213e-02	8.288429e-01
TMEM216	7.290701e-01	1.294635e-01	2.286434e-01
AIFM3	3.969488e-01	2.154131e-01	3.244501e-01
SYTL3	2.002847e-01	4.322231e-01	3.077468e-01
NT5DC1	7.982554e-01	8.489261e-02	2.917066e-01
BFAR	2.918789e-01	1.111306e-01	7.163845e-01
EPHB6	4.846800e-01	2.242517e-01	2.471608e-01
YWHAZ	4.002748e-01	2.124060e-01	3.281289e-01
TAS2R46	3.168615e-01	5.102063e-01	1.612441e-01
TRIM13	5.125175e-01	9.682328e-02	5.513450e-01
DNAJB9	2.795431e-01	2.241577e-01	4.388735e-01
AGPAT9	1.066730e-01	8.143199e-01	1.818811e-01
TCAIM	4.774744e-01	1.336078e-01	4.380189e-01
ANKRD1	1.361640e-01	8.472766e-01	1.223023e-01
TMOD4	9.959043e-02	7.363456e-01	2.663698e-01
GBP6	5.444664e-01	4.294844e-01	1.089578e-01
NID1	5.445612e-01	2.076298e-01	2.300222e-01
PARPBP	2.351373e-01	3.471336e-01	3.385274e-01
TIFA	3.165473e-01	5.972782e-01	1.303684e-01
TRIM55	1.525433e-01	6.624550e-01	2.191734e-01
FAM89A	3.018957e-01	1.541034e-01	5.698675e-01
RPN1	7.683557e-01	2.673588e-02	8.312236e-01
EIF4E2	2.266389e-01	3.569165e-01	3.408793e-01
SLC10A1	4.729107e-01	7.189456e-01	6.884427e-02
CASC10	8.089423e-02	2.693059e-01	7.939544e-01
OR5AR1	6.613918e-01	1.712750e-01	2.069009e-01
PRR3	4.200561e-01	2.407318e-01	2.752754e-01
SLC25A33	4.142744e-01	4.032648e-01	1.619856e-01
OSBPL10	1.801028e-01	2.062507e-01	6.365752e-01
CMA1	7.428232e-01	1.190807e-01	2.452192e-01
P4HTM	6.386579e-01	1.281800e-01	3.104841e-01
HEPN1	3.100397e-01	2.608297e-01	3.496086e-01
DAG1	2.943149e-01	3.148401e-01	3.044888e-01
HIST1H3F	8.811991e-01	4.801941e-02	3.597764e-01
TPCN1	4.906777e-01	3.279117e-01	1.654704e-01
TRIM7	3.691110e-01	2.832921e-01	2.696903e-01
ACPT	4.203184e-01	1.954770e-01	3.433366e-01
SH3RF1	2.850516e-01	2.090968e-01	4.647491e-01
ZNF428	1.483671e-01	4.249009e-01	4.177106e-01
GDF2	4.557790e-01	1.718621e-01	3.602489e-01
AP1S1	1.246544e-01	1.487559e-01	8.406818e-01
IL9R	8.214710e-01	6.117744e-02	3.858953e-01
ARHGEF15	5.956821e-01	1.235499e-01	3.663644e-01
C17orf112	3.259530e-01	1.727981e-01	4.956499e-01
RAD51C	6.252670e-03	9.978837e-01	9.608094e-02
LMF1	6.240382e-01	5.965194e-01	6.732308e-02
TRIM21	3.017179e-01	2.678443e-01	3.536013e-01
6-Sep	1.698718e-01	4.802440e-01	3.259557e-01
SMIM18	1.511678e-01	2.626816e-01	6.103019e-01
USP37	5.388807e-01	3.002795e-03	9.978320e-01
LARP4B	2.256302e-01	4.267941e-01	2.882231e-01
WASF1	5.129663e-01	1.372516e-01	4.015679e-01
RNF8	3.312410e-01	7.665786e-01	8.274568e-02
RBM3	4.980785e-02	8.936172e-01	2.553825e-01
TMBIM1	6.902980e-01	6.074657e-01	5.848669e-02
GSTM5	4.962198e-01	1.964893e-01	2.849062e-01
FCGR3A	9.550104e-01	3.221733e-02	2.620283e-01
ICT1	2.342981e-01	6.684597e-01	1.472535e-01
ESRP1	1.941068e-01	1.467645e-02	9.797108e-01
LOXL2	2.527022e-02	3.247151e-01	9.451927e-01
NTRK2	2.938538e-01	3.424870e-01	2.859893e-01
NAP1L3	3.339962e-01	7.340744e-01	9.032818e-02
NFATC3	2.180303e-01	1.787982e-01	6.367605e-01
AK2	4.455069e-01	5.718222e-01	1.021201e-01
SYCE2	3.266504e-01	1.110089e-01	6.929254e-01
ARFRP1	5.219995e-01	4.149876e-01	1.226157e-01
KRT16	3.680055e-01	4.612457e-01	1.625567e-01
ASPSCR1	2.557700e-01	1.450603e-01	6.673234e-01
IKBKAP	2.278978e-01	6.781634e-02	8.964282e-01
MARS2	6.013346e-02	5.549646e-01	6.495106e-01
TRIM67	4.759258e-01	2.257665e-01	2.614636e-01
LOC100133267	2.672140e-01	5.224237e-01	1.926416e-01
NID2	2.875867e-01	2.835099e-01	3.557707e-01
USP16	7.281373e-02	2.174133e-01	8.672486e-01
TRIM59	2.131314e-01	3.539385e-01	3.757028e-01
MAML1	3.629910e-01	1.432903e-01	5.434682e-01
MLXIP	5.920138e-01	4.335801e-01	1.002974e-01
SPATA2L	3.820508e-01	2.829217e-01	2.682826e-01
ATM	4.368917e-01	1.749755e-01	3.797624e-01
DRD5	2.020981e-01	3.578064e-01	3.904517e-01
MMRN2	4.322985e-01	5.347503e-02	8.385905e-01
RGSL1	5.051912e-01	2.350229e-01	2.331737e-01
CMTM2	3.674214e-02	9.506682e-01	1.658572e-01
CSNK1G1	5.644526e-01	7.466491e-02	6.317259e-01
GCA	6.501509e-01	1.203549e-01	3.361759e-01
ZNF521	2.888893e-01	3.602785e-01	2.801211e-01
PCSK2	1.594718e-01	7.407527e-01	1.719341e-01
TMEM2	2.952800e-01	1.709954e-01	5.505830e-01
SERPINB5	5.129807e-01	2.664531e-01	2.014421e-01
AP2B1	1.217178e-01	2.982258e-01	6.501082e-01
MMP15	3.727080e-01	2.436003e-01	3.239022e-01
SAMD9	2.077965e-01	6.122579e-01	1.963900e-01
CYP26C1	2.534924e-01	3.548523e-01	3.236301e-01
C8B	3.019892e-01	3.131399e-01	3.111780e-01
POLL	1.597689e-01	1.749577e-01	7.468825e-01
KIF13B	9.385688e-02	4.901693e-02	9.666228e-01
OR56B4	3.138967e-01	1.723765e-01	5.245564e-01
C11orf88	2.397410e-01	6.105994e-01	1.723901e-01
DEFB127	5.344258e-01	4.502591e-01	1.111288e-01
SCGB1C1	2.687950e-01	4.353258e-01	2.445035e-01
RAVER1	2.949755e-01	8.369389e-01	7.338321e-02
CNGA2	8.013292e-01	8.728817e-02	2.967100e-01
ASAH2	4.098025e-01	8.688703e-01	5.157222e-02
APLP1	3.588047e-01	4.727731e-01	1.657404e-01
CPT1A	3.107053e-01	1.480550e-01	5.978973e-01
MAP3K7	6.412183e-01	1.321293e-01	3.129943e-01
NEUROG1	6.503570e-01	1.275725e-01	3.183060e-01
GNRHR	2.354795e-01	4.232049e-01	2.897108e-01
WNK4	5.236435e-01	1.573775e-01	3.494215e-01
DEFB118	2.551976e-01	5.861087e-01	1.752714e-01
SH3GL1	2.023549e-01	3.796372e-01	3.761392e-01
CACUL1	2.532341e-01	6.995622e-01	1.298358e-01
VPS4B	6.526017e-02	6.506156e-01	5.326424e-01
