Gene	S1	S2	S3
HNRNPH2	5.285976e-01	7.200017e-01	7.253100e-01
ARSI	3.503563e-01	3.568573e-01	3.832840e-01
ZAN	6.949335e-01	7.503899e-01	9.214846e-01
RUFY1	3.785027e-01	5.279714e-01	4.717900e-01
RAB11FIP3	3.821142e-01	5.283656e-01	4.120484e-01
APOL2	5.798500e-01	5.858412e-01	4.703073e-01
TAS2R13	1.616260e+00	1.093161e+00	1.903352e+00
DACT3	1.181130e+00	6.157696e-01	1.082004e+00
BAG5	5.731698e-01	7.398110e-01	6.114237e-01
HIPK4	1.569652e+00	1.033482e+00	1.056491e+00
OTOP3	5.002230e-01	6.494133e-01	5.859111e-01
TM4SF5	3.949598e-01	4.783876e-01	4.869457e-01
FGFR1	3.873186e-01	6.743339e-01	4.658744e-01
ZNF529	5.596191e-01	4.244854e-01	4.366981e-01
HTN3	5.588237e-01	7.176319e-01	5.589529e-01
6-Mar	7.306647e-01	9.847372e-01	2.826353e+00
NPIPA8	3.570843e-01	4.279817e-01	4.348114e-01
NR2E3	5.097891e-01	4.991446e-01	4.694881e-01
IKBIP	5.982793e-01	6.310142e-01	6.016027e-01
AK5	5.293443e-01	7.118533e-01	5.685464e-01
FILIP1L	4.624093e-01	4.361010e-01	6.628594e-01
CALM1	3.933504e-01	4.397049e-01	4.726337e-01
CELF3	5.787309e-01	7.161258e-01	6.610449e-01
ANKEF1	3.960223e-01	5.132470e-01	4.779739e-01
RUSC2	2.450276e-01	2.593847e-01	7.348564e-01
GSTZ1	5.634961e-01	6.674704e-01	5.693801e-01
FAM208A	5.580022e-01	7.422058e-01	1.329034e+00
OR10G4	5.420841e-01	7.351443e-01	6.666644e-01
MMP14	4.352835e-01	6.965985e-01	4.484652e-01
CCT8	1.554418e+00	1.013767e+00	1.871385e+00
XIRP1	5.407819e-01	7.341673e-01	6.186589e-01
TRPC5OS	5.712894e-01	5.698017e-01	6.380740e-01
ST6GALNAC2	5.017375e-01	5.235160e-01	4.740021e-01
TRIM34	3.308794e-01	4.318225e-01	3.645441e-01
GREM1	3.107462e-01	3.634557e-01	4.554579e-01
OTUD4	4.317628e-01	4.325479e-01	4.229023e-01
PDZD4	5.431229e-01	5.836039e-01	5.643438e-01
FAM49B	3.254740e-01	4.701908e-01	3.544732e-01
DDX50	4.866210e-01	4.406827e-01	4.347381e-01
PRELID2	8.605931e-01	9.123084e-01	6.878369e-01
DBNDD2	3.561241e-01	3.885542e-01	3.685559e-01
FNIP2	5.367787e-01	8.595544e-01	5.711631e-01
NBR1	1.638280e+00	1.114487e+00	1.445518e+00
WDR31	6.515797e-01	7.424341e-01	6.084033e-01
IMPG2	4.497598e-01	7.230068e-01	6.953129e-01
TRIM49D1	5.570606e-01	6.672674e-01	5.738848e-01
SLC16A6	6.019596e-01	8.277029e-01	6.134108e-01
OSR2	3.791275e-01	5.901225e-01	5.869496e-01
RUFY2	4.294408e-01	6.371898e-01	4.720888e-01
LGR5	3.035373e-01	4.157479e-01	3.629480e-01
RRAGB	5.208934e-01	6.311091e-01	6.722170e-01
GNG13	5.768442e-01	6.890289e-01	7.075245e-01
OR52H1	6.182624e-01	6.875930e-01	6.716918e-01
EFCAB3	6.786413e-01	4.962974e-01	4.856819e-01
CTRC	3.322911e-01	3.596082e-01	3.369539e-01
ABCB4	4.638585e-01	4.465132e-01	5.022443e-01
DEFA4	4.632441e-01	4.566521e-01	5.890455e-01
S100A8	4.748805e-01	6.836963e-01	5.587056e-01
FOXQ1	3.346298e-01	3.633921e-01	3.797287e-01
ARID4A	4.080300e-01	3.545583e-01	3.633921e-01
FAM73B	4.319886e-01	4.389031e-01	4.277715e-01
LRRC57	4.416462e-01	4.469530e-01	6.335669e-01
GABARAP	5.662002e-01	4.298166e-01	5.808944e-01
ASAH2B	5.771109e-01	5.637994e-01	5.714600e-01
ZNF541	4.314979e-01	6.947368e-01	5.798059e-01
SERPINA5	3.788569e-01	3.359374e-01	3.885266e-01
CCDC102B	5.740701e-01	8.222331e-01	7.476028e-01
JAKMIP3	5.295742e-01	5.126861e-01	5.851911e-01
SBF2	4.263827e-01	4.413055e-01	4.507829e-01
TSPAN8	5.653163e-01	5.899092e-01	5.633651e-01
CHRAC1	5.327412e-01	6.472705e-01	5.905372e-01
SPACA7	6.823922e-01	7.470298e-01	6.050127e-01
C7orf26	5.583488e-01	5.677702e-01	5.747152e-01
THAP3	5.229608e-01	6.038361e-01	5.587481e-01
ERV3-1	4.713880e-01	5.902998e-01	6.503097e-01
ZNF485	5.734174e-01	6.134078e-01	4.566846e-01
GLRX5	4.807436e-01	4.184642e-01	4.932668e-01
CD79B	1.544497e+00	1.010818e+00	1.814801e+00
TBC1D10B	5.315339e-01	7.308255e-01	5.745517e-01
FAM178A	5.100480e-01	5.199502e-01	4.937976e-01
CGRRF1	6.137131e-01	7.454014e-01	7.150028e-01
GLTPD1	4.567301e-01	4.457037e-01	4.937844e-01
ACVR1C	4.383299e-01	6.172865e-01	5.729999e-01
RNF151	3.948110e-01	6.181493e-01	4.628419e-01
CCDC83	4.666207e-01	7.162930e-01	5.589517e-01
RNF128	3.550645e-01	3.867094e-01	3.646828e-01
MRPL45	1.545440e+00	7.156351e-01	1.818982e+00
KIAA2026	5.452393e-01	7.167008e-01	5.797095e-01
DTNA	5.349641e-01	4.831480e-01	4.884462e-01
CLIC1	5.259506e-01	7.328280e-01	6.617287e-01
CHRNB4	4.161422e-01	5.104393e-01	4.863449e-01
SLC25A31	4.071685e-01	4.862180e-01	3.416724e-01
WDR64	5.431885e-01	1.021951e+00	1.883814e+00
LYPD1	2.981339e-01	4.008563e-01	3.859596e-01
KIAA0391	1.555049e+00	1.025683e+00	1.827627e+00
DHRS11	5.493127e-01	8.881825e-01	5.969434e-01
AJUBA	4.773429e-01	4.473567e-01	4.873563e-01
DENND2C	4.273458e-01	4.823709e-01	6.297301e-01
TATDN3	3.246086e-01	4.113771e-01	3.691550e-01
DDA1	4.692953e-01	5.859219e-01	4.731873e-01
ZNF772	3.895360e-01	4.824212e-01	4.828065e-01
SNX5	5.116518e-01	6.008344e-01	5.908751e-01
C17orf58	5.402057e-01	5.669811e-01	6.326407e-01
HTR2A	4.322105e-01	6.217471e-01	5.631618e-01
PSMC3	1.616822e+00	1.026207e+00	1.853045e+00
SLC30A1	4.342397e-01	3.600699e-01	3.644734e-01
SLC25A19	1.545475e+00	9.177179e-01	1.817746e+00
BPHL	5.062235e-01	6.896344e-01	9.400267e-01
C12orf79	1.603639e+00	7.386772e-01	1.056701e+00
PRKAB1	3.196701e-01	3.747423e-01	3.672598e-01
P2RY6	5.529730e-01	6.924289e-01	5.799289e-01
PLEKHF2	5.859256e-01	8.300075e-01	6.364093e-01
MYO18B	4.962547e-01	4.363312e-01	5.884377e-01
ENAM	5.227093e-01	6.113446e-01	5.660277e-01
GNAS	5.969532e-01	8.233786e-01	1.012326e+00
COQ3	1.604530e+00	1.024919e+00	1.852389e+00
NSUN5	5.619832e-01	7.003476e-01	5.612149e-01
TCEANC2	6.223093e-01	1.103413e+00	1.025062e+00
TMOD2	3.283317e-01	4.235208e-01	3.447386e-01
TIAM1	3.044239e-01	3.764983e-01	3.772916e-01
DCN	4.131301e-01	3.694322e-01	3.275630e-01
SPATA32	4.453397e-01	3.707276e-01	4.978495e-01
PRR15	5.259989e-01	6.672625e-01	5.811240e-01
TNNI2	2.622246e-01	3.534724e-01	3.336967e-01
RASGRP3	5.144483e-01	7.733195e-01	5.531238e-01
OSTN	6.297277e-01	6.906453e-01	5.628318e-01
ST6GALNAC4	4.538774e-01	3.756408e-01	3.806673e-01
UPK3BL	5.673833e-01	8.272489e-01	5.792638e-01
DEFB133	5.188911e-01	7.552125e-01	5.466771e-01
HOXB9	3.890347e-01	4.872378e-01	4.441253e-01
CYP4F2	4.450912e-01	5.686818e-01	6.600192e-01
CCR7	2.795088e-01	3.259638e-01	3.238772e-01
POLE3	6.636346e-01	7.263798e-01	5.809860e-01
KRTAP9-6	4.917294e-01	4.395828e-01	3.769885e-01
IL17RB	4.526947e-01	5.744052e-01	5.759846e-01
RNASEL	4.539140e-01	5.641066e-01	6.113665e-01
INMT	4.281762e-01	7.733984e-01	5.604783e-01
DHRS7B	6.478610e-01	6.106953e-01	5.937170e-01
ANGPT2	4.642334e-01	5.961699e-01	5.157576e-01
GPSM1	3.181814e-01	4.810192e-01	3.787193e-01
TAP2	6.777013e-01	6.634073e-01	6.828758e-01
OR2F2	5.270531e-01	5.255442e-01	5.740398e-01
CRYGS	5.264230e-01	6.444421e-01	8.816239e-01
UGT1A4	1.619529e+00	7.728535e-01	1.324035e+00
SEMA6A	5.191090e-01	6.871074e-01	6.674183e-01
THEM4	5.685218e-01	6.930952e-01	5.823540e-01
C3orf55	5.598057e-01	5.601973e-01	5.807253e-01
PPP1R7	5.147059e-01	7.257500e-01	5.600301e-01
ANK2	5.811101e-01	7.435384e-01	7.408816e-01
HSD17B13	4.276527e-01	5.261546e-01	3.669821e-01
CCSER1	4.752455e-01	5.910086e-01	4.895429e-01
IL23A	8.332626e-01	8.790107e-01	1.149973e+00
TMED7-TICAM2	5.456804e-01	6.857122e-01	6.669406e-01
IL1R2	3.211823e-01	4.456873e-01	4.164946e-01
RCOR3	1.349083e+00	1.048952e+00	1.397704e+00
CD4	4.135255e-01	5.241818e-01	4.862057e-01
LANCL1	3.504522e-01	5.118803e-01	3.735837e-01
DLEU7	3.437712e-01	3.527302e-01	3.724052e-01
DMD	5.894006e-01	4.062823e-01	4.803886e-01
METTL7B	4.005795e-01	3.652555e-01	3.987761e-01
MTERFD1	1.546706e+00	6.824694e-01	1.835695e+00
GSTA1	4.961076e-01	6.127818e-01	5.760596e-01
OR10K1	5.684344e-01	5.704225e-01	5.573545e-01
DDTL	6.144015e-01	6.121939e-01	5.868554e-01
EREG	4.191883e-01	4.435507e-01	4.890220e-01
NUGGC	4.901930e-01	9.377606e-01	6.163213e-01
ACOX2	3.563175e-01	3.580365e-01	3.433485e-01
ZNF852	5.888606e-01	6.812870e-01	6.451479e-01
PMFBP1	2.944040e-01	3.478011e-01	3.420156e-01
TRIM68	6.242912e-01	1.350665e+00	9.817305e-01
FASTKD2	1.667637e+00	1.138767e+00	1.964045e+00
RBM47	4.808957e-01	5.813453e-01	5.384856e-01
PLIN1	6.252651e-01	5.784810e-01	5.823728e-01
FAM136A	1.619095e+00	1.027067e+00	1.854764e+00
CLPSL1	3.341682e-01	4.803159e-01	3.956203e-01
FAM83F	6.300541e-01	5.801452e-01	5.559583e-01
AGAP2	6.291164e-01	7.076685e-01	7.004456e-01
MAP3K14	4.251171e-01	4.368455e-01	5.550400e-01
LMNA	5.330611e-01	5.835134e-01	5.322544e-01
SEMA6D	3.762836e-01	4.606904e-01	3.460428e-01
ENDOD1	7.627240e-01	7.803051e-01	9.597286e-01
ACTRT3	3.573398e-01	3.566794e-01	3.558163e-01
ZNF184	4.013364e-01	4.611984e-01	4.366792e-01
SIK3	5.401698e-01	6.673106e-01	5.656352e-01
SLC39A12	3.294993e-01	4.184402e-01	3.605032e-01
PRKDC	1.572254e+00	1.023021e+00	1.330721e+00
ADAM32	3.566144e-01	3.681633e-01	3.507151e-01
EIF1AY	3.134169e-01	4.276714e-01	4.069078e-01
DTX2	1.865646e+00	1.165814e+00	2.308041e+00
FLRT2	5.382109e-01	4.406039e-01	5.360537e-01
NXPE3	5.166061e-01	1.076217e+00	1.110152e+00
ANKRD61	5.129293e-01	7.285319e-01	5.613468e-01
TM4SF4	4.348331e-01	5.701207e-01	6.261541e-01
TNP2	4.335616e-01	5.703861e-01	3.789081e-01
PROKR2	5.183879e-01	6.025096e-01	5.807069e-01
DBNL	5.109976e-01	7.263608e-01	5.700432e-01
GPX3	4.085030e-01	4.952774e-01	4.697446e-01
ASIC4	4.055563e-01	4.287393e-01	4.864055e-01
MVB12A	5.773468e-01	7.574731e-01	8.900433e-01
SLC25A14	4.734645e-01	5.459603e-01	6.100445e-01
CATSPER1	4.062957e-01	5.768789e-01	4.615669e-01
ACR	4.575269e-01	4.413771e-01	4.436574e-01
DYNC1I1	3.019699e-01	3.655166e-01	4.033737e-01
ODF4	5.418404e-01	7.313737e-01	5.502619e-01
AGPAT3	3.024479e-01	3.553092e-01	4.227419e-01
ATAD1	4.587148e-01	3.400080e-01	4.714062e-01
CCL4	5.474209e-01	8.139089e-01	5.937153e-01
MAK	4.586978e-01	6.185519e-01	5.579109e-01
TTLL11	4.990673e-01	5.740811e-01	4.699520e-01
LAMB3	5.810407e-01	6.405086e-01	6.304288e-01
ZNF141	3.994441e-01	4.620296e-01	5.742971e-01
RASSF8	5.349051e-01	5.961021e-01	5.776910e-01
PRB2	5.894371e-01	8.393892e-01	1.047634e+00
MMP16	5.393324e-01	4.169222e-01	4.774409e-01
DMRTC1	5.842824e-01	6.315920e-01	5.765754e-01
CUEDC2	4.785115e-01	4.345939e-01	4.958670e-01
AMPD1	5.250966e-01	6.045669e-01	6.058950e-01
SVOP	6.087797e-01	7.055112e-01	5.787224e-01
IFRD2	5.905420e-01	6.533121e-01	5.622545e-01
PACRGL	6.922219e-01	8.261767e-01	9.183246e-01
OXT	4.357538e-01	4.322388e-01	5.839652e-01
RARRES2	5.907115e-01	6.581763e-01	4.886324e-01
EIF4G2	3.750702e-01	3.470095e-01	3.709496e-01
GPATCH8	4.739310e-01	4.359033e-01	4.874983e-01
RASGRP1	5.382612e-01	5.114388e-01	6.797551e-01
MAP3K19	6.266009e-01	8.138369e-01	6.005718e-01
PAX6	4.205643e-01	5.228392e-01	3.615331e-01
SH2D4B	5.214277e-01	5.767688e-01	6.280547e-01
RHOBTB1	5.466490e-01	4.414683e-01	5.692299e-01
SLC6A20	1.332548e+00	8.176342e-01	9.721538e-01
HPX	5.137161e-01	4.391512e-01	4.738994e-01
ZNF768	3.468371e-01	3.807404e-01	3.789803e-01
LRRN3	5.704868e-01	6.907443e-01	9.147995e-01
C2orf48	5.225225e-01	7.321413e-01	5.436754e-01
PPBP	5.374082e-01	7.438210e-01	9.464259e-01
RC3H1	5.106352e-01	7.565983e-01	6.613200e-01
KMT2C	4.532256e-01	5.102309e-01	7.624720e-01
KLHDC10	4.398263e-01	5.004246e-01	6.914042e-01
KIF2B	6.040992e-01	5.445771e-01	5.401474e-01
CSPG5	5.493818e-01	7.667836e-01	5.481161e-01
FCRL4	6.533391e-01	5.855303e-01	5.752096e-01
FOXC1	4.629958e-01	4.633796e-01	5.150268e-01
RRNAD1	5.802774e-01	7.160999e-01	5.534659e-01
FRS2	6.372997e-01	5.740888e-01	5.680516e-01
GPR150	4.057965e-01	5.585937e-01	3.878989e-01
NAALADL2	1.692701e+00	1.100491e+00	2.070463e+00
STMND1	4.268064e-01	3.420871e-01	4.144748e-01
TNN	5.880009e-01	7.321018e-01	5.611471e-01
CNTNAP4	2.998945e-01	3.662909e-01	4.082320e-01
ANKLE1	7.281680e-01	8.205969e-01	6.813918e-01
C10orf55	5.372104e-01	7.150548e-01	5.359477e-01
RNASEH2A	6.066272e-01	4.685056e-01	5.613633e-01
ANKRD65	2.581552e-01	3.774752e-01	3.217195e-01
SEMA3E	5.398247e-01	4.255571e-01	5.858912e-01
OPN5	5.732864e-01	6.704496e-01	5.570540e-01
HS6ST3	5.666555e-01	6.908558e-01	6.735369e-01
SELL	4.776005e-01	4.377174e-01	4.462080e-01
JMJD1C	5.952952e-01	9.929495e-01	1.090177e+00
CREG2	5.321363e-01	6.498897e-01	5.578504e-01
PPP1R18	3.008389e-01	2.770046e-01	2.936926e-01
ALDOB	3.145036e-01	5.612823e-01	3.266146e-01
C17orf53	5.738388e-01	6.955072e-01	5.928901e-01
LAT	3.402474e-01	3.814109e-01	3.452539e-01
ASB10	5.100726e-01	7.231137e-01	5.632827e-01
PRSS53	3.973552e-01	5.761926e-01	5.251995e-01
FOXD4	5.092768e-01	5.616534e-01	5.860127e-01
ACSM3	4.517364e-01	6.724348e-01	5.900329e-01
SLC34A1	3.579412e-01	4.906996e-01	4.036476e-01
KCNB1	5.949993e-01	5.590624e-01	5.898622e-01
ALG8	5.433612e-01	5.612064e-01	6.249149e-01
NUSAP1	5.246003e-01	6.532784e-01	4.559652e-01
PTPN23	2.116521e+00	1.881703e+00	2.654163e+00
CCDC107	4.888175e-01	5.902403e-01	5.652741e-01
FAM46B	5.279100e-01	6.599231e-01	5.595853e-01
PEX11G	4.410035e-01	4.696610e-01	3.533285e-01
SHROOM3	5.615121e-01	6.435842e-01	6.147777e-01
GBE1	5.127603e-01	7.036508e-01	5.581439e-01
GPC6	5.242999e-01	7.345952e-01	6.141247e-01
FLI1	5.402918e-01	5.700977e-01	6.461044e-01
DIO3	3.828001e-01	4.638048e-01	4.073849e-01
OR1L1	6.433741e-01	6.104177e-01	4.872685e-01
ABCA5	1.581461e+00	1.015893e+00	1.838467e+00
CFHR3	5.281894e-01	9.126780e-01	5.490186e-01
GINM1	6.696925e-01	8.309475e-01	7.654822e-01
SRSF4	3.344188e-01	4.734248e-01	4.260590e-01
MGRN1	1.646561e+00	1.040349e+00	1.879243e+00
CCR4	6.491161e-01	7.202943e-01	4.663721e-01
ISYNA1	4.136896e-01	4.784302e-01	4.677815e-01
LCORL	4.036402e-01	4.696435e-01	6.218021e-01
TGFB1	3.910507e-01	4.793952e-01	3.605891e-01
L3MBTL1	3.151125e-01	3.535574e-01	3.992611e-01
UBE2O	5.094455e-01	4.512753e-01	5.746153e-01
ZNF781	5.822307e-01	6.671408e-01	5.519180e-01
RAPGEF1	6.342981e-01	7.182050e-01	6.008829e-01
DBNDD1	3.050688e-01	3.529131e-01	3.881209e-01
SPINT4	4.895754e-01	5.669699e-01	5.556762e-01
BSN	3.170989e-01	3.930317e-01	3.434914e-01
SARNP	5.460371e-01	7.408867e-01	5.423663e-01
HIST1H3H	5.828290e-01	1.102707e+00	8.949510e-01
SLC5A9	5.438960e-01	4.438998e-01	4.480354e-01
NDFIP2	5.962580e-01	8.879010e-01	7.242901e-01
CREG1	3.503863e-01	4.917796e-01	3.953799e-01
GAPT	1.090896e+00	7.520445e-01	6.288986e-01
ERAS	5.320336e-01	8.179464e-01	5.649397e-01
CREBRF	2.904243e-01	3.608149e-01	3.578478e-01
TRPM6	5.497285e-01	7.087829e-01	6.516959e-01
OR2T11	3.495159e-01	4.510562e-01	3.751576e-01
CLU	2.601462e-01	3.007225e-01	3.003830e-01
SERPINB13	3.781655e-01	5.027996e-01	3.614144e-01
OR52B6	5.706542e-01	5.599841e-01	5.621611e-01
TRPV6	4.054973e-01	3.400719e-01	4.096923e-01
ADAMTS4	4.731898e-01	4.329687e-01	4.862472e-01
NUP50	4.180504e-01	4.666459e-01	5.679110e-01
SENP2	4.069578e-01	5.417358e-01	4.700259e-01
CCDC85A	3.235204e-01	3.499373e-01	3.701254e-01
PPAPDC3	4.024822e-01	4.128184e-01	5.237998e-01
NIPAL3	4.474022e-01	4.841364e-01	5.001491e-01
ABCA6	6.363029e-01	5.702025e-01	6.075067e-01
FAM188B	3.140807e-01	3.732659e-01	3.502994e-01
TSC22D1	6.370807e-01	5.358691e-01	4.670788e-01
TLCD1	4.647579e-01	5.605913e-01	5.810733e-01
OR2T5	5.083500e-01	4.536583e-01	5.738932e-01
GATSL3	3.711905e-01	5.029642e-01	5.498261e-01
BSDC1	6.373293e-01	6.155478e-01	6.855249e-01
MZT2B	1.641786e+00	1.070840e+00	1.141111e+00
OTC	5.898172e-01	7.523265e-01	7.194177e-01
AK4	4.491979e-01	6.781770e-01	5.036275e-01
CKS2	3.423117e-01	4.906555e-01	3.564366e-01
NEO1	1.528386e+00	9.950071e-01	1.816414e+00
ZNF516	1.737253e+00	7.683444e-01	1.968426e+00
C1QTNF7	2.505252e-01	2.745909e-01	2.615829e-01
IGLL5	5.397239e-01	5.966128e-01	5.490332e-01
ADAMTS16	3.049821e-01	3.545747e-01	5.823372e-01
MMACHC	5.214199e-01	5.595209e-01	5.942187e-01
KLHL14	4.556970e-01	5.492804e-01	4.708383e-01
C7orf69	7.389056e-01	7.686304e-01	6.148506e-01
PRPSAP2	3.200355e-01	3.390715e-01	4.071147e-01
CASC1	3.272292e-01	4.982394e-01	4.450388e-01
SMAD3	3.995526e-01	4.282538e-01	3.784520e-01
NUBPL	5.775467e-01	1.147171e+00	9.979002e-01
KIF3B	1.540476e+00	9.954085e-01	1.802284e+00
ISCA2	2.413475e+00	2.039874e+00	2.657936e+00
F11R	2.965506e-01	3.605653e-01	3.229185e-01
FAM161B	4.165067e-01	4.402569e-01	4.558045e-01
INSL3	5.277184e-01	5.583748e-01	5.760123e-01
NPFFR1	4.081125e-01	4.641575e-01	4.669141e-01
C1orf189	4.432976e-01	6.363284e-01	5.553062e-01
LOC729020	6.227159e-01	7.389234e-01	9.047911e-01
LOC100287534	1.279856e+00	8.087016e-01	9.608238e-01
ZC3H14	6.912900e-01	6.584180e-01	6.535251e-01
PTBP3	3.125401e-01	3.566357e-01	3.640758e-01
SEPW1	6.431231e-01	7.219744e-01	5.988392e-01
TNFRSF17	5.108729e-01	7.262282e-01	5.763142e-01
TAPT1	4.413803e-01	4.314493e-01	4.932366e-01
DMP1	1.558845e+00	6.464613e-01	1.802568e+00
FAM184B	5.477389e-01	6.724019e-01	5.961664e-01
OR5D16	4.008965e-01	4.524595e-01	3.341897e-01
CHODL	4.361423e-01	5.624600e-01	5.917311e-01
LPCAT3	6.116056e-01	5.725584e-01	5.578094e-01
SYCE3	6.334954e-01	7.776375e-01	6.134277e-01
EFCAB4A	3.891618e-01	4.269421e-01	3.596486e-01
VWC2	6.570807e-01	7.096695e-01	5.850559e-01
MBL2	6.997478e-01	8.725995e-01	8.389162e-01
PLK2	4.792852e-01	4.337819e-01	6.042454e-01
BAG4	6.050932e-01	6.989528e-01	6.606333e-01
PCDH10	3.697770e-01	4.719625e-01	7.843964e-01
GAN	4.453327e-01	6.134327e-01	5.272748e-01
F9	5.385566e-01	6.161523e-01	5.503182e-01
ASB4	5.191288e-01	6.224695e-01	5.535910e-01
C6orf165	8.673156e-01	7.892922e-01	8.298986e-01
FAM151A	3.187952e-01	4.226031e-01	4.948323e-01
ZNF517	4.893530e-01	4.923901e-01	4.755101e-01
CLDN20	5.622547e-01	6.899805e-01	5.822381e-01
UBAC2	5.224065e-01	6.307969e-01	5.803076e-01
DAGLA	8.266638e-01	4.866014e-01	5.520963e-01
ITLN1	6.358185e-01	8.893651e-01	8.312095e-01
GPR142	5.521067e-01	7.109339e-01	6.878598e-01
PCMTD2	5.538577e-01	5.615757e-01	5.844957e-01
MRPL44	7.161180e-01	7.030470e-01	5.646322e-01
SH3GL3	4.276472e-01	5.015334e-01	4.823716e-01
RASA4	3.607936e-01	3.518372e-01	3.998027e-01
TAS2R7	3.923956e-01	6.045666e-01	4.548043e-01
C6orf222	1.603227e+00	1.025898e+00	1.847170e+00
GGT6	7.039510e-01	5.740503e-01	5.760775e-01
HSPA12B	2.987371e-01	3.976582e-01	3.481913e-01
C4orf51	6.681485e-01	7.576580e-01	1.020305e+00
GAB3	5.709753e-01	6.447871e-01	5.772459e-01
MGST1	4.464797e-01	6.751750e-01	5.654418e-01
KRTAP10-12	3.396052e-01	4.394786e-01	3.535664e-01
BRE	6.057869e-01	5.661722e-01	5.655874e-01
PGM2	1.682075e+00	1.064016e+00	1.912793e+00
TFDP1	3.448654e-01	4.019391e-01	3.413960e-01
IRX3	4.575716e-01	4.479859e-01	4.468107e-01
WFIKKN2	5.443070e-01	5.693317e-01	5.500919e-01
HERPUD2	4.631930e-01	4.071227e-01	5.112008e-01
OR4C46	4.268331e-01	5.993472e-01	4.353799e-01
CDK6	6.701457e-01	3.474544e-01	8.012615e-01
GIMAP2	4.211851e-01	5.138984e-01	4.460016e-01
PRAMEF12	3.862818e-01	4.618459e-01	4.295705e-01
NOS1AP	5.231686e-01	7.415773e-01	5.476138e-01
SNX32	4.314345e-01	6.445894e-01	6.375639e-01
CDK4	5.680472e-01	7.021270e-01	5.461105e-01
LIMS2	4.058043e-01	4.277380e-01	4.247262e-01
MAGI3	4.252877e-01	5.460603e-01	5.655175e-01
LRCH2	4.001680e-01	3.667305e-01	3.891224e-01
ABHD17A	4.425008e-01	6.470579e-01	5.569813e-01
PDE10A	3.944294e-01	4.117363e-01	5.010181e-01
MAP2	2.677645e-01	3.346186e-01	3.289330e-01
FURIN	4.158628e-01	4.124286e-01	4.470076e-01
TMLHE	6.456671e-01	6.273114e-01	6.329474e-01
SERAC1	5.203876e-01	7.532631e-01	5.761997e-01
SYDE2	5.274353e-01	6.680420e-01	4.593500e-01
TMEM182	2.953472e-01	4.168576e-01	3.518296e-01
ELF4	3.096836e-01	4.461011e-01	5.025415e-01
NCK2	3.654411e-01	3.905648e-01	4.512034e-01
C20orf173	6.260634e-01	7.163178e-01	9.621941e-01
ABHD2	4.826393e-01	4.272729e-01	4.883213e-01
RBM6	4.429438e-01	5.701917e-01	4.865499e-01
RFX8	3.645122e-01	6.640104e-01	4.586581e-01
LMX1A	4.023537e-01	4.393197e-01	4.825788e-01
TEKT1	5.809658e-01	6.970989e-01	8.203797e-01
MS4A12	5.156068e-01	5.634170e-01	5.868402e-01
TEX40	4.235847e-01	4.732650e-01	4.887604e-01
DLG5	1.108545e+00	7.000014e-01	1.815865e+00
SPRR1A	3.376216e-01	3.946574e-01	3.466909e-01
HIBADH	5.640874e-01	4.458739e-01	4.529406e-01
CPB2	5.936931e-01	5.763442e-01	6.087383e-01
OPRM1	7.542455e-01	8.686908e-01	1.058183e+00
MRGPRX3	5.325375e-01	7.163704e-01	5.400847e-01
SNX19	6.602028e-01	8.884169e-01	6.549474e-01
CYP39A1	5.389072e-01	4.978130e-01	5.703441e-01
LYZL1	7.861445e-01	1.051547e+00	8.792295e-01
TARSL2	3.704890e-01	3.461714e-01	3.751490e-01
MBP	3.415823e-01	4.923493e-01	3.314727e-01
ITSN1	3.672498e-01	4.265964e-01	4.793055e-01
DNAJA4	4.849166e-01	3.623946e-01	6.031125e-01
TRAF3	4.208185e-01	4.244736e-01	4.497510e-01
PCDHGA2	5.522317e-01	5.023988e-01	4.666055e-01
PIP5K1C	4.810372e-01	4.804397e-01	4.680022e-01
TXNRD3NB	5.788848e-01	5.811298e-01	5.984145e-01
ZNF12	2.958506e-01	3.617183e-01	3.942714e-01
C6orf99	4.591866e-01	6.615864e-01	5.571948e-01
CELA2A	3.830578e-01	4.556110e-01	3.882112e-01
ARL6	4.290891e-01	4.456409e-01	4.671003e-01
UQCRQ	1.592311e+00	1.015218e+00	1.833207e+00
CCDC121	2.368098e+00	1.981121e+00	2.776905e+00
VPREB3	4.524853e-01	4.836095e-01	4.584761e-01
IGSF21	3.001452e+00	9.334839e-01	3.514775e+00
RPRM	4.179672e-01	6.102955e-01	6.512464e-01
ZNF569	5.883146e-01	7.962638e-01	5.984983e-01
ZNF611	5.431851e-01	7.351436e-01	5.462637e-01
KRTAP3-1	5.209624e-01	5.583037e-01	6.336179e-01
OR2H1	5.237397e-01	6.845858e-01	6.863259e-01
OR7A5	5.970162e-01	7.023130e-01	7.197707e-01
TM9SF2	3.327846e-01	4.804467e-01	4.768851e-01
FBXO16	4.065700e-01	5.394054e-01	4.110229e-01
OR4A15	5.506390e-01	6.866620e-01	5.923676e-01
HDAC8	5.492836e-01	5.517592e-01	5.740287e-01
ZFAND4	5.823736e-01	9.247213e-01	6.175077e-01
C14orf119	4.246929e-01	4.233872e-01	4.335575e-01
RANGRF	5.580174e-01	5.708556e-01	4.467349e-01
FUT10	5.522146e-01	6.844304e-01	5.884342e-01
WNT5B	3.303408e-01	4.383804e-01	3.715772e-01
MORN2	5.325667e-01	1.197108e+00	6.583351e-01
HLA-DRB1	8.526887e-01	5.139077e-01	6.796423e-01
